iter	Logloss
457	0.1822838556
458	0.1821294253
459	0.1819413892
460	0.1817429341
461	0.1815800829
462	0.1812916451
463	0.1810812788
464	0.1809173895
465	0.1806720163
466	0.180391636
467	0.1802235558
468	0.1799388289
469	0.1797176802
470	0.1793948323
471	0.1791043963
472	0.1789705445
473	0.1787703897
474	0.1784758146
475	0.1782196849
476	0.1779419257
477	0.1778165856
478	0.1776174558
479	0.1772971899
480	0.1769710203
481	0.1766997616
482	0.1764885779
483	0.1763584371
484	0.1762056935
485	0.1759690395
486	0.1756406122
487	0.1753201647
488	0.1751525775
489	0.1749996263
490	0.1748281596
491	0.1746861724
492	0.1745780504
493	0.1743246325
494	0.1740820619
495	0.1738167069
496	0.1735542194
497	0.1733016319
498	0.1731254552
499	0.1730312036
500	0.1728994019
501	0.172641287
502	0.1723883752
503	0.1721355542
504	0.1718487383
505	0.1716897536
506	0.1715379832
507	0.1712523091
508	0.1710393348
509	0.1708815957
510	0.1706863196
511	0.1703805469
512	0.1701969225
513	0.1699989994
514	0.1697548068
515	0.1694670437
516	0.1692144563
517	0.1691011182
518	0.1688827463
519	0.1686010685
520	0.1685202981
521	0.1683230497
522	0.1681093878
523	0.1678338083
524	0.16753935
525	0.1672927441
526	0.1670711803
527	0.1668890739
528	0.1666059299
529	0.1664206187
530	0.1661667337
531	0.1659458965
532	0.165739799
533	0.1655630773
534	0.1653121118
535	0.1651935188
536	0.1649669985
537	0.1648633788
538	0.1646415944
539	0.1644812344
540	0.1641737361
541	0.1640410261
542	0.1638500447
543	0.1637050732
544	0.1634733109
545	0.1632224751
546	0.1629978102
547	0.162737243
548	0.1625373737
549	0.1622919096
550	0.1620371293
551	0.1617606157
552	0.1615758883
553	0.1613009965
554	0.1611746055
555	0.1609862581
556	0.1607274166
557	0.1605907622
558	0.1604847032
559	0.1604061127
560	0.1602861833
561	0.1600895317
562	0.1598560956
563	0.1596638167
564	0.1595041963
565	0.1592662318
566	0.1590344436
567	0.15884511
568	0.1586285675
569	0.1584128944
570	0.1582249622
571	0.1579844416
572	0.15771317
573	0.1575649287
574	0.157395538
575	0.1572518641
576	0.1570927626
577	0.1568215429
578	0.1565585753
579	0.1563681388
580	0.156170592
581	0.1560467052
582	0.1558907178
583	0.1555946765
584	0.1553935615
585	0.1552372368
586	0.1551033591
587	0.1548071232
588	0.154480227
589	0.1542650599
590	0.1540373069
591	0.1537810864
592	0.1535200262
593	0.1533979299
594	0.1532356885
595	0.1530393224
596	0.1529112576
597	0.1528050948
598	0.152662407
599	0.152476434
600	0.1523035789
601	0.1521703889
602	0.1519196179
603	0.1516415862
604	0.1513766334
605	0.1510586382
606	0.1509308328
607	0.1508713547
608	0.1507820856
609	0.1506503099
610	0.1505077518
611	0.1501319262
612	0.1499983859
613	0.1497846331
614	0.149677095
615	0.1495280104
616	0.14932238
617	0.149188126
618	0.1489887627
619	0.1488242636
620	0.1485865457
621	0.1483350611
622	0.1482553547
623	0.1480704587
624	0.147845638
625	0.1476447826
626	0.1475220765
627	0.1472889907
628	0.1471000983
629	0.1468906013
630	0.1466660792
631	0.1464377942
632	0.1462674433
633	0.1461052408
634	0.1459532887
635	0.1456629824
636	0.1454366048
637	0.1452514103
638	0.1449872231
639	0.1447094768
640	0.1445834491
641	0.1445042098
642	0.1442177831
643	0.1439845935
644	0.1437385974
645	0.1435929383
646	0.1433196035
647	0.1431343961
648	0.1428906058
649	0.1426624895
650	0.1424673431
651	0.1424342564
652	0.1423136134
653	0.1420272126
654	0.1418583928
655	0.1417918692
656	0.1416047674
657	0.1413386079
658	0.1412974118
659	0.1410743039
660	0.1409093247
661	0.1407287234
662	0.140694495
663	0.1406177599
664	0.1404880472
665	0.140403514
666	0.1402538715
667	0.1401004143
668	0.1398758661
669	0.1398606073
670	0.1398242769
671	0.1396640336
672	0.1394372797
673	0.1393094484
674	0.1390133683
675	0.1388246705
676	0.1385754306
677	0.1384365575
678	0.1382228566
679	0.1380395435
680	0.1378775616
681	0.1377914844
682	0.1377205881
683	0.1374750981
684	0.137402515
685	0.1373095869
686	0.1372517696
687	0.1370205263
688	0.1368487222
689	0.1365976528
690	0.1364414708
691	0.1362453123
692	0.1360770634
693	0.1358762469
694	0.1358147057
695	0.1356626757
696	0.1355325608
697	0.1353731869
698	0.1353159016
699	0.1350221569
700	0.1347992566
701	0.1345426339
702	0.1343986096
703	0.1342065123
704	0.134142947
705	0.1340804327
706	0.1339472038
707	0.1337215917
708	0.1335874804
709	0.1334958368
710	0.1334271593
711	0.1333523445
712	0.1331747146
713	0.1330326885
714	0.132931586
715	0.1327731463
716	0.1325286684
717	0.1324025628
718	0.1322658046
719	0.1320922618
720	0.1319570996
721	0.1317752397
722	0.1316278419
723	0.1315702322
724	0.1314415445
725	0.1312499273
726	0.1310676782
727	0.1308639163
728	0.130834294
729	0.1307334511
730	0.1306255107
731	0.1304965895
732	0.1303045312
733	0.1301904406
734	0.1301302229
735	0.1299361015
736	0.1298248914
737	0.1297062076
738	0.1295002269
739	0.1293170176
740	0.1291272429
741	0.1288468238
742	0.1287190055
743	0.1286319292
744	0.1284370682
745	0.1283979221
746	0.1283114686
747	0.128291941
748	0.1281623062
749	0.1279494487
750	0.1277462447
751	0.1276676671
752	0.1273335437
753	0.1272152751
754	0.1269600018
755	0.1268726271
756	0.1266922205
757	0.1265250744
758	0.1263512462
759	0.1261824524
760	0.1260138142
761	0.1258657546
762	0.1256252081
763	0.1255846088
764	0.1254068232
765	0.1250556115
766	0.1247704694
767	0.1247468027
768	0.1245475561
769	0.1243104481
770	0.1241442622
771	0.1240253448
772	0.1238552794
773	0.1237032105
774	0.1235458218
775	0.1233778843
776	0.1231748231
777	0.1229905628
778	0.1229040185
779	0.1226668974
780	0.1224981814
781	0.1222960024
782	0.1222740485
783	0.1221529643
784	0.1220652003
785	0.1218878169
786	0.1217473348
787	0.1216271848
788	0.1215225272
789	0.1213310916
790	0.1213119273
791	0.1210803337
792	0.1209207392
793	0.1208998103
794	0.1208707459
795	0.120741669
796	0.1205454976
797	0.1205232062
798	0.1202944541
799	0.1201614458
800	0.1199434631
801	0.1196460594
802	0.1195199538
803	0.1192923176
804	0.1191104448
805	0.1189552878
806	0.1189264181
807	0.1188038807
808	0.1187328676
809	0.1185411985
810	0.1184805656
811	0.1182635041
812	0.1180990959
813	0.1179822805
814	0.1178633761
815	0.1176427076
816	0.1174813874
817	0.1174103614
818	0.1172184587
819	0.1171234935
820	0.1169906668
821	0.1168034093
822	0.1167066405
823	0.1165707257
824	0.1164277654
825	0.1161964183
826	0.1160782405
827	0.1159687172
828	0.1157887128
829	0.1155763743
830	0.1155604538
831	0.1154136398
832	0.1153088913
833	0.1152884036
834	0.1151718477
835	0.1150962933
836	0.1150000955
837	0.1148108398
838	0.1145929609
839	0.114511931
840	0.1143594859
841	0.114288395
842	0.114155698
843	0.1141172915
844	0.1139653264
845	0.1138028515
846	0.1136839601
847	0.1135102227
848	0.1134880481
849	0.1133855184
850	0.113332982
851	0.1132202148
852	0.1131961329
853	0.1130101859
854	0.112818971
855	0.1126043488
856	0.1125225794
857	0.112367617
858	0.1122294575
859	0.1120051819
860	0.111855202
861	0.1117076225
862	0.111554308
863	0.1113640921
864	0.1112285406
865	0.111101423
866	0.1110874228
867	0.1109119597
868	0.1108052779
869	0.1106580617
870	0.1104999464
871	0.1103646934
872	0.1101958865
873	0.1100741536
874	0.1099437791
875	0.1099239272
876	0.1097361636
877	0.1096229553
878	0.1094027409
879	0.1092610911
880	0.109119558
881	0.1089862123
882	0.1087679312
883	0.1086110809
884	0.108459557
885	0.1083467055
886	0.10816155
887	0.1080143468
888	0.1078957344
889	0.1077195511
890	0.1075720236
891	0.1074995248
892	0.1073626304
893	0.1071971258
894	0.1070540292
895	0.1069173294
896	0.1068131583
897	0.1067484123
898	0.1066832186
899	0.106533829
900	0.1064473885
901	0.1063448523
902	0.1061338827
903	0.1059754235
904	0.1058221804
905	0.1056179579
906	0.1054400879
907	0.1052995669
908	0.1051790471
909	0.105026323
910	0.104915022
911	0.1048094691
912	0.1046691363
913	0.104525365
914	0.1043882954
915	0.1042324572
916	0.104095459
917	0.1040272291
918	0.1040152465
919	0.103823305
920	0.1036677198
921	0.1035935473
922	0.1034750387
923	0.1033274462
924	0.1031513603
925	0.1030953725
926	0.1029508422
927	0.1027779871
928	0.1027012261
929	0.1025396464
930	0.1024311611
931	0.102416071
932	0.1023041472
933	0.102161641
934	0.1020575932
935	0.1019612137
936	0.1017908239
937	0.101645048
938	0.1015810026
939	0.1014681446
940	0.1013066169
941	0.1012300569
942	0.1012110288
943	0.1010800316
944	0.1009894131
945	0.1008766525
946	0.1007406274
947	0.1006170195
948	0.1006052445
949	0.1004966684
950	0.1003876057
951	0.1002244171
952	0.1002109099
953	0.1000479873
954	0.09988088024
955	0.09974737881
956	0.09959331175
957	0.09945677413
958	0.09928513871
959	0.0992302927
960	0.099091186
961	0.09895839821
962	0.0988586322
963	0.09874002625
964	0.09865123074
965	0.09846743759
966	0.09844447804
967	0.09833128274
968	0.0981644611
969	0.09805919362
970	0.09790766969
971	0.09789968997
972	0.09780035862
973	0.09768183053
974	0.09755612068
975	0.09741393239
976	0.09730348133
977	0.09719897938
978	0.09703846367
979	0.09695352827
980	0.09688065977
981	0.09670646823
982	0.09658943228
983	0.09641767359
984	0.09626843978
985	0.09616421031
986	0.09609158834
987	0.09605785292
988	0.09594092726
989	0.09581001437
990	0.09566124118
991	0.09551927995
992	0.09539871475
993	0.09524275332
994	0.09508740172
995	0.09499827534
996	0.09483026647
997	0.09482005502
998	0.094679547
999	0.09453289525
